,1st Pub,Author,Awards,Genres,Link,N pag,Rating Count,Rating Value,Review Count,Title,series
633,1987,Tom Clancy,,"['Fiction', 'Thriller', 'Mystery']",https://www.goodreads.com/book/show/32682.Patriot_Games,503,191775,4.13,1433,Patriot Games,1
634,1989,Peter Mayle,['Prix des libraires du Québec for Lauréats hors Québec (1995)'],"['Travel', 'Nonfiction', 'Autobiography']",https://www.goodreads.com/book/show/40189.A_Year_in_Provence,207,64299,3.97,3128,A Year in Provence,1
635,1979,Cormac McCarthy,['Lillian Smith Book Award (1980)'],"['Fiction', 'Literature', 'Gothic']",https://www.goodreads.com/book/show/7742.Ahab_s_Wife_or_The_Star_Gazer,471,17997,4.18,1440,Suttree,0
636,1999,Sena Jeter Naslund,"['Orange Prize Nominee for Fiction Longlist (2001)', 'Book Sense Book of the Year Award Nominee for Adult (2000)', 'Alabama Author Award for Fiction (2001)']","['Fiction', 'Historical', 'Historical Fiction']",https://www.goodreads.com/book/show/394469.Suttree,704,42964,4.03,2735,"Ahab's Wife, or The Star-Gazer",0
637,1920,Sinclair Lewis,,"['Classics', 'Fiction', 'Literature']",https://www.goodreads.com/book/show/11376.Main_Street,454,23972,3.77,1126,Main Street,0
638,1920,D.H. Lawrence,,"['Classics', 'Fiction', 'Literature']",https://www.goodreads.com/book/show/9784.Women_in_Love,416,29559,3.67,1105,Women in Love,1
639,1991,Mark Helprin,['Washington State Book Award (1992)'],"['Fiction', 'Historical', 'Historical Fiction']",https://www.goodreads.com/book/show/77156.Plainsong,860,6658,4.35,751,A Soldier of the Great War,0
640,1999,Kent Haruf,"['Book Sense Book of the Year Award Nominee for Adult (2000)', 'Los Angeles Times Book Prize Nominee for Fiction (1999)', 'ALA Alex Award (2000)', 'National Book Award Finalist for Fiction (1999)', 'Society of Midland Authors Award for Adult Fiction (2000)', 'International Dublin Literary Award Nominee (2001)']","['Fiction', 'Literary Fiction', 'Contemporary']",https://www.goodreads.com/book/show/87985.A_Soldier_of_the_Great_War,301,65615,4.01,5174,Plainsong,1
641,1988,Anne Rice,"['Bram Stoker Award Nominee for Best Novel (1988)', 'Locus Award Nominee for Best Horror Novel (1989)']","['Horror', 'Fantasy', 'Paranormal']",https://www.goodreads.com/book/show/21611.The_Forever_War,448,139520,3.88,2303,The Queen of the Damned,1
642,1974,Joe Haldeman,"['Hugo Award for Best Novel (1976)', 'Nebula Award for Best Novel (1975)', 'Locus Award for Best Novel (1976)', 'Ditmar Award for Best International Long Fiction (1976)']","['Science Fiction', 'Fiction', 'War']",https://www.goodreads.com/book/show/43758.The_Queen_of_the_Damned,278,142815,4.14,5987,The Forever War,1
643,1906,Hermann Hesse,,"['Fiction', 'Classics', 'European Literature']",https://www.goodreads.com/book/show/25905.Beneath_the_Wheel,192,13860,3.85,644,Beneath the Wheel,0
644,1961,Walker Percy,['National Book Award for Fiction (1962)'],"['Fiction', 'Classics', 'Literature']",https://www.goodreads.com/book/show/10739.The_Moviegoer,242,25023,3.67,2050,The Moviegoer,0
645,1934,Halldór Laxness,['Premi Llibreter de narrativa Nominee (2005)'],"['Fiction', 'Classics', 'Historical']",https://www.goodreads.com/book/show/3758.Casino_Royale,482,9266,4.17,1274,Independent People,1
646,1953,Ian Fleming,,"['Fiction', 'Thriller', 'Mystery']",https://www.goodreads.com/book/show/77287.Independent_People,192,73125,3.74,4468,Casino Royale,1
647,1990,Tom Robbins,,"['Fiction', 'Humor', 'Literature']",https://www.goodreads.com/book/show/7770.One_Fish_Two_Fish_Red_Fish_Blue_Fish,422,40472,4.05,1401,Skinny Legs and All,0
648,1960,Dr. Seuss,,"['Childrens', 'Childrens', 'Picture Books']",https://www.goodreads.com/book/show/9370.Skinny_Legs_and_All,64,169757,4.13,2830,"One Fish, Two Fish, Red Fish, Blue Fish",0
649,1903,Jack London,,"['Classics', 'Fiction', 'Adventure']",https://www.goodreads.com/book/show/37677.The_Call_of_the_Wild_White_Fang,292,74550,4.11,701,The Call of the Wild/White Fang,0
650,1949,Aldo Leopold,"['John Burroughs Medal (1977)', 'National Outdoor Book Award for Classic (2000)']","['Nonfiction', 'Environment', 'Nature']",https://www.goodreads.com/book/show/210404.A_Sand_County_Almanac_and_Sketches_Here_and_There,269,25439,4.28,1413,A Sand County Almanac and Sketches Here and There,0
651,1971,Robert C. O'Brien,"['Newbery Medal (1972)', 'Lewis Carroll Shelf Award (1972)', ""Massachusetts Children's Book Award (1978)"", ""Dorothy Canfield Fisher Children's Book Award Nominee (1973)"", ""Pacific Northwest Library Association Young Reader's Choice Award (1974)"", 'Boston Globe-Horn Book Award Nominee for Fiction (1971)', 'California Young Readers Medal Nominee for Intermediate (1975)', ""William Allen White Children's Book Award (1974)"", 'Bluestem Book Award Nominee (2017)']","['Fantasy', 'Childrens', 'Fiction']",https://www.goodreads.com/book/show/18999.Smiley_s_People,240,165932,4.14,3667,Mrs. Frisby and the Rats of NIMH,1
652,1979,John le Carré,['Los Angeles Times Book Prize Nominee for Fiction (1980)'],"['Fiction', 'Spy Thriller', 'Espionage']",https://www.goodreads.com/book/show/9822.Mrs_Frisby_and_the_Rats_of_NIMH,397,31930,4.27,982,Smiley's People,1
653,1986,Frank Miller,,"['Sequential Art', 'Comics', 'Sequential Art']",https://www.goodreads.com/book/show/5544.Surely_You_re_Joking_Mr_Feynman_,197,163256,4.26,3526,Batman: The Dark Knight Returns,1
654,1985,Richard P. Feynman,,"['Science', 'Nonfiction', 'Biography']",https://www.goodreads.com/book/show/59960.Batman,391,162181,4.27,5999,"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",1
655,1979,Octavia E. Butler,['Locus Award Nominee for Best Fantasy Novel (1980)'],"['Historical', 'Historical Fiction', 'Fiction']",https://www.goodreads.com/book/show/60931.Kindred,287,106315,4.26,12096,Kindred,0
656,1996,Diana Gabaldon,"['All About Romance (AAR) Annual Reader Poll for Favorite ""Other"" Romance & Honorable Mention for Favorite Couple (1998)']","['Historical', 'Historical Fiction', 'Romance']",https://www.goodreads.com/book/show/10988.Drums_of_Autumn,904,212678,4.32,8220,Drums of Autumn,1
657,1975,Robertson Davies,,"['Fiction', 'Fantasy', 'Cultural']",https://www.goodreads.com/book/show/133430.Centennial,874,7670,4.32,380,The Deptford Trilogy: Fifth Business/The Manticore/World of Wonders,1
658,1974,James A. Michener,,"['Historical', 'Historical Fiction', 'Fiction']",https://www.goodreads.com/book/show/74403.The_Deptford_Trilogy,1056,39448,4.24,909,Centennial,0
659,1968,Beverly Cleary,"['Nene Award (1971)', ""Pacific Northwest Library Association Young Reader's Choice Award (1971)"", 'Oklahoma Sequoyah Award (1971)']","['Childrens', 'Fiction', 'Childrens']",https://www.goodreads.com/book/show/567678.The_Wasp_Factory,192,62263,4.05,1500,Ramona the Pest,1
660,1984,Iain Banks,['Kurd-Laßwitz-Preis for Foreign Novel (1992)'],"['Fiction', 'Horror', 'Thriller']",https://www.goodreads.com/book/show/78039.Ramona_the_Pest,192,85742,3.81,4455,The Wasp Factory,0
661,1983,Stephen King,['Locus Award Nominee for Best Fantasy Novel (1984)'],"['Horror', 'Fiction', 'Thriller']",https://www.goodreads.com/book/show/10625.Dolores_Claiborne,411,206603,3.79,3558,Christine,0
662,1992,Stephen King,,"['Horror', 'Fiction', 'Thriller']",https://www.goodreads.com/book/show/10629.Christine,324,128743,3.88,3163,Dolores Claiborne,0
663,1981,Stephen King,"['Locus Award Nominee for Best Fantasy Novel (1982)', 'Balrog Award Nominee for Best Novel (1982)', 'British Fantasy Award for Best Novel (August Derlith Fantasy Award) (1982)']","['Horror', 'Fiction', 'Thriller']",https://www.goodreads.com/book/show/10603.Cujo,432,233633,3.73,5019,Cujo,0
664,1996,Joyce Carol Oates,,"['Fiction', 'Literary Fiction', 'Contemporary']",https://www.goodreads.com/book/show/5204.We_Were_the_Mulvaneys,454,94559,3.73,3102,We Were the Mulvaneys,0
665,1960,Robert Bolt,"[""New York Drama Critics' Circle Award for Best Foreign Play (1962)""]","['Plays', 'Classics', 'Drama']",https://www.goodreads.com/book/show/403098.A_Man_for_All_Seasons,192,11236,3.92,499,A Man for All Seasons,0
666,1961,Stanisław Lem,,"['Science Fiction', 'Fiction', 'Classics']",https://www.goodreads.com/book/show/95558.Solaris,204,75093,3.99,3996,Solaris,0
667,1931,Irma S. Rombauer,,"['Food and Drink', 'Cookbooks', 'Food and Drink']",https://www.goodreads.com/book/show/8837.Wind_Sand_and_Stars,1152,153945,4.12,1188,The Joy of Cooking,0
668,1939,Antoine de Saint-Exupéry,"[""Grand Prix du Roman de l'Académie française (1939)""]","['Nonfiction', 'Autobiography', 'Memoir']",https://www.goodreads.com/book/show/327847.The_Joy_of_Cooking,229,13483,4.16,1183,"Wind, Sand and Stars",0
669,1904,Max Weber,,"['Sociology', 'Philosophy', 'Nonfiction']",https://www.goodreads.com/book/show/34440.Doctor_Faustus,320,10886,3.90,478,The Protestant Ethic and the Spirit of Capitalism,0
670,1947,Thomas Mann,['Премія імені Максима Рильського (1992)'],"['Fiction', 'Classics', 'European Literature']",https://www.goodreads.com/book/show/74176.The_Protestant_Ethic_and_the_Spirit_of_Capitalism,535,10020,4.08,568,Doctor Faustus,0
671,1920,Agatha Christie,['Audie Award for Mystery (1997)'],"['Mystery', 'Fiction', 'Classics']",https://www.goodreads.com/book/show/91661.The_Beekeeper_s_Apprentice,121,267440,3.98,8595,The Mysterious Affair at Styles,1
672,1994,Laurie R. King,['Agatha Award Nominee for Best Novel (1994)'],"['Mystery', 'Fiction', 'Historical']",https://www.goodreads.com/book/show/16343.The_Mysterious_Affair_at_Styles,341,71317,4.06,6216,The Beekeeper's Apprentice,1
673,1968,Kurt Vonnegut Jr.,,"['Fiction', 'Short Stories', 'Science Fiction']",https://www.goodreads.com/book/show/89724.We_Have_Always_Lived_in_the_Castle,331,56307,4.11,1964,Welcome to the Monkey House,0
674,1962,Shirley Jackson,['Tähtifantasia Award Nominee (2019)'],"['Horror', 'Fiction', 'Classics']",https://www.goodreads.com/book/show/4985.Welcome_to_the_Monkey_House,146,123819,3.98,14515,We Have Always Lived in the Castle,0
675,1991,Amy Tan,,"['Fiction', 'Historical', 'Historical Fiction']",https://www.goodreads.com/book/show/3473.A_Walk_to_Remember,416,78321,4.00,2237,The Kitchen God's Wife,0
676,1999,Nicholas Sparks,['Iowa High School Book Award (2004)'],"['Romance', 'Fiction', 'Womens Fiction']",https://www.goodreads.com/book/show/12557.The_Kitchen_God_s_Wife,240,686366,4.18,13285,A Walk to Remember,0
677,1936,Erich Maria Remarque,,"['Classics', 'Fiction', 'European Literature']",https://www.goodreads.com/book/show/91203.Three_Comrades,496,25375,4.49,724,Three Comrades,0
678,1971,Frederick Forsyth,"['Martin Beck Award (1972)', 'Edgar Award for Best Novel (1972)']","['Fiction', 'Thriller', 'Mystery']",https://www.goodreads.com/book/show/540020.The_Day_of_the_Jackal,358,120942,4.26,2076,The Day of the Jackal,0
679,1982,Raymond E. Feist,,"['Fantasy', 'Fiction', 'Fantasy']",https://www.goodreads.com/book/show/43916.Magician,681,63256,4.28,1580,Magician,1
680,1908,G.K. Chesterton,,"['Fiction', 'Classics', 'Mystery']",https://www.goodreads.com/book/show/184419.The_Man_Who_Was_Thursday,182,34596,3.82,3146,The Man Who Was Thursday: A Nightmare,0
681,1990,Maeve Binchy,,"['Fiction', 'Romance', 'Womens Fiction']",https://www.goodreads.com/book/show/41977.Circle_of_Friends,722,59352,4.04,1887,Circle of Friends,0
682,1966,Paul Scott,,"['Historical', 'Historical Fiction', 'Fiction']",https://www.goodreads.com/book/show/146746.The_Jewel_in_the_Crown,472,5233,4.15,380,The Jewel in the Crown,1
683,1973,Toni Morrison,"['Audie Award for Narration by the Author or Authors (1998)', 'National Book Award Finalist for Fiction (1975)']","['Fiction', 'Classics', 'Historical']",https://www.goodreads.com/book/show/140963.O_Pioneers_,174,68094,3.94,4069,Sula,0
684,1913,Willa Cather,,"['Classics', 'Fiction', 'Historical']",https://www.goodreads.com/book/show/11346.Sula,159,46102,3.87,3209,O Pioneers!,1
685,1968,Edward Abbey,,"['Nonfiction', 'Environment', 'Nature']",https://www.goodreads.com/book/show/214614.Desert_Solitaire,337,40164,4.22,2687,Desert Solitaire,0
686,1954,Kingsley Amis,['Somerset Maugham Award (1955)'],"['Fiction', 'Classics', 'Humor']",https://www.goodreads.com/book/show/395182.Lucky_Jim,251,25526,3.77,1839,Lucky Jim,0
687,1971,Jon Stone,,"['Childrens', 'Picture Books', 'Childrens']",https://www.goodreads.com/book/show/44186.The_Monster_at_the_End_of_this_Book,32,121172,4.44,3016,The Monster at the End of this Book,1
688,1963,Heinrich Böll,,"['Fiction', 'European Literature', 'German Literature']",https://www.goodreads.com/book/show/69091.The_Clown,272,22215,3.99,1428,The Clown,0
689,1991,E.E. Cummings,,"['Poetry', 'Classics', 'Literature']",https://www.goodreads.com/book/show/26596.E_E_Cummings,1136,20419,4.35,209,"E.E. Cummings: Complete Poems 1904-1962 (Revised, Corrected, and Expanded Edition)",0
690,1991,Douglas Coupland,,"['Fiction', 'Contemporary', 'Cultural']",https://www.goodreads.com/book/show/3378.Generation_X,211,26879,3.73,1126,Generation X: Tales for an Accelerated Culture,0
691,1961,Leon Uris,['California Book Award for Fiction (Gold) (1961)'],"['Historical', 'Historical Fiction', 'Fiction']",https://www.goodreads.com/book/show/42692.Mila_18,563,23773,4.30,571,Mila 18,0
692,1980,Robert Ludlum,['Japan Adventure Fiction Association Prize 日本冒険小説協会大賞特別賞 for Best Translated Novel (1984)'],"['Fiction', 'Thriller', 'Mystery']",https://www.goodreads.com/book/show/7869.The_Bourne_Identity,566,402065,4.03,4766,The Bourne Identity,1
693,1950,W.B. Yeats,,"['Poetry', 'Classics', 'European Literature']",https://www.goodreads.com/book/show/33.The_Lord_of_the_Rings,544,35656,4.23,397,The Collected Poems of W.B. Yeats,1
694,1955,J.R.R. Tolkien,"['Hugo Award Nominee for Best All-Time Series (1966)', 'Prometheus Hall of Fame Award (2009)', 'International Fantasy Award for Fiction (1957)', 'Books I Loved Best Yearly (BILBY) Awards for Older Readers (2002)', 'Prix du Meilleur Livre Étranger for Roman (1972)', 'Nynorsk litteraturpris (2006)']","['Fantasy', 'Classics', 'Fiction']",https://www.goodreads.com/book/show/53022.The_Collected_Poems_of_W_B_Yeats,1216,579176,4.50,11777,The Lord of the Rings,1
695,1977,Marilyn French,,"['Fiction', 'Feminism', 'Classics']",https://www.goodreads.com/book/show/472025.Why_I_Am_Not_a_Christian_and_Other_Essays_on_Religion_and_Related_Subjects,526,7864,3.96,598,The Women's Room,0
696,1957,Bertrand Russell,,"['Philosophy', 'Religion', 'Nonfiction']",https://www.goodreads.com/book/show/46456.The_Women_s_Room,266,18656,4.02,687,Why I Am Not a Christian and Other Essays on Religion and Related Subjects,0
697,1975,Michel Foucault,,"['Philosophy', 'Nonfiction', 'History']",https://www.goodreads.com/book/show/80369.Discipline_and_Punish,352,25701,4.22,929,Discipline and Punish: The Birth of the Prison,0
698,1965,Flannery O'Connor,['National Book Award Finalist for Fiction (1966)'],"['Short Stories', 'Fiction', 'Classics']",https://www.goodreads.com/book/show/218659.Everything_That_Rises_Must_Converge,269,18260,4.25,1228,Everything That Rises Must Converge: Stories,0
699,1934,Irving Stone,,"['Historical', 'Historical Fiction', 'Fiction']",https://www.goodreads.com/book/show/50275.Last_Exit_to_Brooklyn,431,23316,4.20,1322,Lust for Life,0
700,1964,Hubert Selby Jr.,,"['Fiction', 'Classics', 'Thriller']",https://www.goodreads.com/book/show/79834.Lust_for_Life,290,28352,3.84,1210,Last Exit to Brooklyn,0
701,1954,Dr. Seuss,,"['Childrens', 'Childrens', 'Picture Books']",https://www.goodreads.com/book/show/72159.Cat_on_a_Hot_Tin_Roof,64,98553,4.18,1504,Horton Hears a Who!,1
702,1955,Tennessee Williams,"['Pulitzer Prize for Drama (1955)', ""New York Drama Critics' Circle Award for Best American Play (1955)""]","['Plays', 'Classics', 'Drama']",https://www.goodreads.com/book/show/7779.Horton_Hears_a_Who_,208,52880,4.08,1103,Cat on a Hot Tin Roof,0
703,1995,James W. Loewen,"['American Book Award (1996)', 'The Oliver C. Cox Anti-Racism Award']","['History', 'Nonfiction', 'Education']",https://www.goodreads.com/book/show/296662.Lies_My_Teacher_Told_Me,383,57776,3.95,2995,Lies My Teacher Told Me: Everything Your American History Textbook Got Wrong,0
704,1974,Vincent Bugliosi,['Edgar Award for Best Fact Crime (1975)'],"['Crime', 'True Crime', 'Nonfiction']",https://www.goodreads.com/book/show/105992.Helter_Skelter,689,127902,4.04,4098,Helter Skelter: The True Story of the Manson Murders,0
705,1989,Tom Clancy,,"['Fiction', 'Thriller', 'Spy Thriller']",https://www.goodreads.com/book/show/22911.Amerika,688,132434,4.11,855,Clear and Present Danger,1
706,1927,Franz Kafka,,"['Fiction', 'Classics', 'European Literature']",https://www.goodreads.com/book/show/32669.Clear_and_Present_Danger,336,23291,3.75,961,Amerika,0
707,1949,Pablo Neruda,,"['Poetry', 'Classics', 'European Literature']",https://www.goodreads.com/book/show/424.Slouching_Towards_Bethlehem,508,3580,4.39,161,Selected Poems,0
708,1967,Joan Didion,,"['Nonfiction', 'Writing', 'Essays']",https://www.goodreads.com/book/show/1547992.Selected_Poems,238,38523,4.19,2894,Slouching Towards Bethlehem,0
709,1978,John Cheever,"['Pulitzer Prize for Fiction (1979)', 'National Book Award for Fiction (Paperback) (1981)', 'National Book Critics Circle Award for Fiction (1978)', 'National Book Award Finalist for Fiction (1979)']","['Short Stories', 'Fiction', 'Classics']",https://www.goodreads.com/book/show/11686.The_Stories_of_John_Cheever,693,14337,4.27,745,The Stories of John Cheever,0
710,1994,John Irving,,"['Fiction', 'Cultural', 'India']",https://www.goodreads.com/book/show/7073.A_Son_of_the_Circus,680,18916,3.64,678,A Son of the Circus,0
711,1956,Edna St. Vincent Millay,,"['Poetry', 'Classics', 'Womens']",https://www.goodreads.com/book/show/133380.Collected_Poems,768,8175,4.24,146,Collected Poems,0
712,1915,L.M. Montgomery,,"['Classics', 'Fiction', 'Young Adult']",https://www.goodreads.com/book/show/77392.Anne_of_the_Island,243,138424,4.22,4151,Anne of the Island,1
